team_number,name,nickname,location,website
5048,Michigan Department of Education / Argosy Foundation / Imlay City School District &amp; Imlay City High School,Spartronics,"Imlay City, MI, USA",None
5049,2014 FRC Hardship Grant &amp; Sunrise Mountain High School,SO-Ag,"Las Vegas, NV, USA",None
5050,Carleton Rotary &amp; Airport Senior High School,Jet Robotics,"Carleton, MI, USA",None
5051,Radioactive Hotspot / Signworks Canada / 2014 FRC Rookie Grant &amp; Fast Eddie Community Robotics,Fast Eddie Community Robotics,"Port Perry, ON, Canada",None
5052,Texas Workforce Commission/NASA/National Instruments &amp; Cedar Park High School,RoboLobos,"Cedar Park, TX, USA",None
5053,Our Lake of the Lakes, Waterford,Lakers,"Waterford, MI, USA",http://www.ollonline.org/club/High+School+Robotics
5054,Marine Math and Science Academy,Noobum Roboticum,"Chicago, IL, USA",None
5055,Clark Prep High School,robodogs,"New Orleans, LA, USA",None
5056,2014 FRC Rookie Grant &amp; Buchanan High School,5056 MegaHurts,"Buchanan, MI, USA",None
5057,Science and Engineering Magnet High School,SEM,"Dallas, TX, USA",None
5059,Freeport-Mcmoran Copper &amp; Gold &amp; Globe High School,Tigers,"Globe, AZ, USA",http://www.globehstigers.com/
5060,Farmington High School,KnighTech,"Farmington, MO, USA",https://sites.google.com/a/farmington.k12.mo.us/pltw1/fhsfirst
5061,TBD,1,"Woodstock Academy, CT, USA",None
5062,Tuba City High School,Warriors,"Tuba City, AZ, USA",None
5063,Family Creations / Anderson Brothers Bank / HTC / Metglass Inc. / Altman Animal Hospital / Town of Aynor / Owens Steel &amp; Machine Works / Aynor Building Supply / Charles F. Edge / Aynor Tire Mart / China Wok of Aynor / Rabons Inc. / Santino&#39;s Pizza Aynor &amp; Aynor High School,BuzzBots,"Aynor, SC, USA",None
5064,2014 FRC Rookie Grant &amp; Progressive Academy,OpCom,"Edmonton, AB, Canada",None
5065,Frontier International Academy,The Knights,"Detroit, MI, USA",None
5066,Saline High School,Singularity,"Saline, MI, USA",None
5067,Terdata Corporation &amp; Rudolf Steiner School of Ann Arbor,Steiner Steel Storm,"Ann Arbor, MI, USA",None
5068,2014 FRC Rookie Grant &amp; Experiencia Preparatory Academy,The Outsiders,"Detroit, MI, USA",None
5069,Edwardsburg High School,The Iron Giants,"Edwardsburg, MI, USA",None
5070,Baham and Sons Machine Works / Bot Shop LLC / Greater Texas Foundation / Texas Workforce Commission &amp; Synergistic STEM Outreach Center,Gearnotics,"Houston, TX, USA",None
5071,Corner Canyon,Chargers,"Draper, UT, USA",None
5072,DeTour Area Schools,Raiders,"DeTour, MI, USA",None
5073,Marvin L. Winans Academy of Performing Arts,Sparks,"Detroit, MI, USA",None
5074,Meadowcreek High School,RoboMustangs,"Norcross, GA, USA",None
5075,Science Foundation Arizona &amp; Tombstone High School,RoboJackets,"Tombstone, AZ, USA",None
5076,J. Clarke Richardson Collegiate,Stormbots,"Ajax, ON, Canada",None
5077,Cardinal Mooney High School,RoboCards,"Youngstown, OH, USA",None
5078,Pillar Projects / Upside Engineering &amp; CALGARY CHRISTIAN SCHOOL,ROBO-KAOS,"Calgary, AB, Canada",None
5079,Lahore Grammar School Defence,LGS,"Lahore, PB, Pakistan",None
5080,John Dickinson High School,Robotic Alchemy Manipulators,"Wilmington, DE, USA",None
5081,NASA &amp; Bay City Academy,Misfits,"Bay City, MI, USA",None
5082,Oak Park High School,Northmen Robotics,"Kansas City, MO, USA",http://oakparkfirstrobotics.weebly.com/
5083,École J H Picard,PUMAS,"Edmonton, AB, Canada",None
5084,Corunna,Cavaliers,"Corunna, MI, USA",None
5085,Oregon Department of Education/Ambient IT Solutions/Ickle Company/Larry&#39;s Electric/Automated TEK Systems/Carl Shepherd Consulting/Ashlee&#39;s Automotive/Willamette Properties Group/Intel/Shooting Star Fotography &amp; Triangle Lake Charter School,LakerBots,"Blachly, OR, USA",None
5086,Cadillac High School,Cadillac Connectors,"Cadillac, MI, USA",None
5087,Marsden High School,Marsden High School,"West Ryde, NSW, Australia",None
5088,Engadine Consolidated Schools,Engadine Robots,"Engadine, MI, USA",None
5089,Roddenberry Foundation &amp; Franklin High School,Robo-Nerds,"Los Angeles, CA, USA",None
5090,Trenton High School,TorqueTeam,"Trenton, MI, USA",None
5091,De La Salle College,Squirrels,"Toronto, ON, Canada",None
5092,Tanenbaum Community Hebrew Academy of Toronto Wallenberg Campus,Titanium Tractors,"Toronto, ON, Canada",None
5093,Instituto Tecnologico y de Estudios Superiores de Monterrey Campus Sinaloa,Tech - Sets,"Culiacan, SIN, Mexico",https://www.facebook.com/TechSets.FIRST
5094,Harold Brathwait SS,Blizzard,"Brampton, ON, Canada",None
5095,Groupe Canam-Manac/Robotique FIRST Québec/Commission scolaire Beauce-Etchemin &amp; Polyvalente de Saint-Georges,RoBeauce,"St-Georges, QC, Canada",None
5096,Germantown High School,The Teutonic Plague,"Germantown, WI, USA",None
5097,Phantom Robotics,Phantom,"Folsom, CA, USA",http://www.phantomrobotics.org
5098,KC STEM Alliance / NKC Iron and Metal / NASA / ClayCo Electric Company &amp; North Kansas City High School,STING - R,"North Kansas City, MO, USA",None
5099,Northport High School,Tigers,"Northport, NY, USA",None
5100,The Harrison Trust &amp; Los Angeles Senior High,Romans,"Los Angeles, CA, USA",None
5101,Science Foundation Arizona &amp; San Carlos High School,Braves,"Peridot, AZ, USA",None
5102,The Wood-Claeyssens Foundation / Aluma-Tech CNC Machining / 2014 FRC Rookie Grant / Allan Hancock College &amp; Santa Maria PAL,PAL Robotics,"Santa Maria, CA, USA",None
5103,Texas Workforce Commision / First Rookie Grant &amp; Alamo Colleges Memorial Early College High School,Jagernauts,"New Braunfels, TX, USA",None
5104,HireVue/Google/PGUSD/2014 FRC Rookie Grant &amp; Pacific Grove High School,Breakers,"Pacific Grove, CA, USA",None
5105,Pioneer Academy,PioTech,"Wayne, NJ, USA",None
5106,After Hours IT Solutions Inc &amp; Sunderland Neighborhood Robotic Group,High Impact Technologies,"Sunderland, MD, USA",https://www.facebook.com/HITTeam5106
5107,JLMC Inc. &amp; Upland High School,The Neurotoxins,"Upland, CA, USA",None
5108,Paxon School for Advanced Studies,Can-O-Bolts,"Jacksonville, FL, USA",None
5109,Georgia Robotics Alliance &amp; Johns Creek High School,Deus Machina,"Johns Creek, GA, USA",None
5110,Elk Rapids High School,Elks,"Elk Rapids, MI, USA",None
5111,Ferris High Scool,SaxonBots,"Spokane, WA, USA",None
5112,Nordson Corporation &amp; Ponaganset High School,The Gongoliers,"North Scituate, RI, USA",None
5113,Lockheed Martin &amp; Moorestown High School,Combustible Lemons,"Moorestown, NJ, USA",None
5114,Fenton Area Public Schools,Tigers,"Fenton, MI, USA",None
5115,Wheaton High School,Affinity,"Silver Spring, MD, USA",None
5116,Allsold.ca / Qsine &amp; Silicon Claymores (FRC West Community Team),Silicon Claymore,"Calgary, AB, Canada",None
5117,Robert Thirsk High School,Community,"Calgary, AB, Canada",None
5118,Kainai,Community,"Calgary, AB, Canada",None
5119,Lawrence Free State High School,Firebirds,"Lawrence, KS, USA",None
5120,Lisa Academy,Robo-Jags,"Little Rock, AR, USA",None
5121,California Teachers Association Institute For Teaching &amp; Hillcrest High School,RoboPolies,"Riverside, CA, USA",None
5122,Fairchild Semiconductor / Advanced Engineering Composite Center / UMaine IEEE Club / RSU #34 School District / The Robotics Institute of Maine &amp; Old Town High School,OTHS Robotics Club,"OLD TOWN, ME, USA",None
5123,Con Edison / NASA &amp; Yonkers High School,Mechadogs,"Yonkers, NY, USA",None
5124,west torrance robotics,West Torrance Robotics,"torrance, CA, USA",None
5125,Horizon Science Academy McKinley Park,Concept Bots,"Chicago, IL, USA",None
5126,Park Hill South High School,Park Hill South Robotics,"Riverside, MO, USA",None
5127,China 1,China 1,"Chaoyang District, 11, China",None
5128,China 2,China 2,"Chaoyang District, 11, China",None
5129,United Technologies / 2014 FRC Rookie Grant &amp; Plainville High School,Digital Devils,"Plainville, CT, USA",None
5130,North Myrtle Beach High School,Undercogs,"LIttle River, SC, USA",None
5131,Auburn Public School,Rockets Robots2014,"Auburn, MA, USA",None
5132,NASA / Barrow County School System / Jackson EMC Foundation / Siemens Industry, Inc &amp; Barrow County 4-H,RoboClovers,"Winder, GA, USA",None
5133,Instituto Tecnológico y de Estudios Superiores de Monterrey Campus Aguascalientes,Blue Steel,"Aguascalientes, AGU, Mexico",None
5134,Clovis East HS,RoboWolves,"Clovis, CA, USA",None
5135,Mekif Yehud,Black Unicorns,"Yehud, M, Israel",None
5136,Santa Ynez Valley Union High School,SY Robotics,"Santa Ynez, CA, USA",None
5137,2014 FRC Rookie Grant/Qualcomm/Nordson/Dave Whipple Sheet Metal, Inc./Mr. Taco &amp; Mission Hills High School,Iron Kodiaks,"San Marcos, CA, USA",https://sites.google.com/site/ironkodiakrobotics/
5138,Maine East High School,Maine East FIRST,"Park Ridge, IL, USA",None
5139,Nellis Composite Squadron,Nellis Eagles,"Las Vegas, NV, USA",None
5140,Mother Margaret Mary High School / Worley Parsons LTD / 2014 FRC Rookie Grant &amp; Mother Margaret Mary,Systematic Targeting Of Robotic Mayhem (S.T.O.R.M.),"Edmonton, AB, Canada",None
5141,North Kansas City School District &amp; Winnetonka High School,PRIDE Robotics,"Kansas City, MO, USA",None
5142,United Technologies &amp; Engineering and Science University Magnet School,Robo Dominators,"Hamden, CT, USA",None
5143,Grand Rapids High School,GRHS,"Grand Rapids, MN, USA",None
5144,Lenawee Intermediate School District,MECHADONKEYS!,"Adrian, MI, USA",None
5145,AMK Research &amp; Saint Francis Catholic High School,Wolfbotics,"Gainesville, FL, USA",None
5146,Lakewood Local,Rusty Knights,"Hebron, OH, USA",None
5147,Fulton High School,Hornets,"Fulton, MO, USA",None
5148,GE Volunteers / Rockwell Automation &amp; School District of New Berlin,New Berlin Blitz,"New Berlin, WI, USA",None
5149,NASA / Rensselaer Polytechnic Institute / National Grid &amp; Troy High School,TroyBotics,"Troy, NY, USA",None
5150,Kearsley High School,Hornets,"Flint, MI, USA",None
5151,Jane Addams Campus,??,"bronx, NY, USA",None
5152,Otsego Public Schools,Alotobots,"Otsego, MI, USA",None
5153,Huntsville High School,EAST at HHS,"Huntsville, AR, USA",None
5154,Gulf Shores High School,Dolphins,"Gulf Shores, AL, USA",None
5155,Ubly Community Schools,Bearcats,"Ubly, MI, USA",None
5156,Laker High School,The Lakers,"Pigeon, MI, USA",None
5157,St. Charles College,Roboprime Cardinals,"Sudbury, ON, Canada",None
5158,YRDSB Richmond Hill High School,Richmond Hill,"Richmond Hill, ON, Canada",None
5159,2014 FRC Rookie Grant &amp; Brighton High School,Bengal Robotics,"Cottonwood Heights, UT, USA",None
5160,2014 FRC Rookie Grant &amp; Cary Academy,Chargers,"Cary, NC, USA",None
5161,Plainwell High School,Trojans,"Plainwell, MI, USA",None
5162,2014 FRC Rookie Grant &amp; Big Rapids High School,The Big Red Theory,"Big Rapids, MI, USA",None
5163,Hopkinton High School,The Aluminum Warriors,"Hopkinton, MA, USA",None
5164,Bishop Alexander Carter Catholic Secondary School,Gators,"Sudbury, ON, Canada",None
5165,None,None,"None",None
5166,NEXTEER AUTOMOTIVE &amp; Freeland High School,Fabricators,"Freeland, MI, USA",None
5167,Marysville High School,Vikings,"Marysville, MI, USA",None
5168,Warren Easton Charter High School,Eagles,"New Orleans, LA, USA",None
5169,Road Kill Robotics,The Armadillos,"Senatobia, MS, USA",None
5170,Buchholz High School,Bobcats,"Gainesville, FL, USA",None
5171,York School,Deus Ex Machina,"Monterey, CA, USA",None
5172,Greenbush Middle River School District #2683,Gators,"Greenbush Middle River, MN, USA",None
5173,Fennville High School,Blackhawks,"Fennville, MI, USA",None
5174,Achva Gilboa and Emek Harod,Enterprise,"Naura, Z, Israel",None
5175,Pickford Public Schools,Panthers,"Pickford, MI, USA",None
5176,St. Louis University High School,RoboBills,"St. Louis, MO, USA",None
5177,Bad Axe High School,Hatchets,"200 North Barrie Rd, MI, USA",None
5178,Farmington High School,BALDOR,"Farmington, AR, USA",None
5179,Robotique FIRST Québec / Soucy International / CarbonLeo / BRP / Broyage SD &amp; Collège Saint-Bernard,Les Sénateurs,"Drummondville, QC, Canada",None
5180,2014 FRC Rookie Grant/Armstrong Contractors, LLC/Fleet Maintenance, Inc./Richland School District 2 &amp; Blythewood High,Metal Heads,"Blythewood, SC, USA",https://sites.google.com/a/richland2.org/robotics-club/
5181,2014 FRC Rookie Grant / Fitzpatrick Funeral Home / Wells Technology &amp; LaSalle College High School,LSCHS,"Wyndmoor, PA, USA",None
5182,2014 FRC Rookie Grant &amp; Dowagiac Union High School,Chieftainators,"Dowagiac, MI, USA",None
5183,Gaylord High School,Team Trinity,"Gaylord, MI, USA",None
5184,Harry Ainlay,TITANICS,"Edmonton, AB, Canada",None
5185,Meg Energy &amp; St. Martin de Porres High School,Dial-Up Grizzlies,"Airdrie, AB, Canada",None
5186,NISSAN North America Inc / NASA / Tennessee State University / Universal Robotics &amp; Antioch High School,Cybears,"Antioch, TN, USA",None
5187,NASA / Best Buy &amp; The On It Foundation,TEAM ON IT,"Miami, FL, USA",None
5188,Vigo County Schools,Area 5188,"Terre Haute, IN, USA",None
5189,Sumner Academy of Arts &amp; Science,5189 Dead Bolt,"Kansas City, KS, USA",None
5190,Green Hope High School,Green Hope Falcons,"Cary, NC, USA",None
5191,Lasalle Secondary School,LANCERobotics,"Sudbury, ON, Canada",None
5192,Dream Academy,Toros,"Benton Harbor, MI, USA",None
5193,Saginaw Arts &amp; Sciences Academy,Pantheon,"Saginaw, MI, USA",None
5194,Gobles High School,Tigers,"Gobles, MI, USA",None
5195,Wynne High School,JackBots,"Wynne, AR, USA",None
5196,Primetest Automation &amp; Marjory Stoneman Douglas High School,Breaking Bot,"Parkland, FL, USA",None
5197,Detroit Collegiate Prep @ Northwestern,DCP @ NW,"Detroit, MI, USA",None
5198,North Valley High School,RoboKnight Force,"Grants Pass, OR, USA",None
5199,NASA / TechSpace &amp; Dana Hills High School,Robot Dolphins From Outer Space,"Dana Point, CA, USA",None
5200,Science Foundation Arizona &amp; Alchesay High School,Alchesay Falcon,"Whiteriver, AZ, USA",None
5201,North Branch High School,Broncos,"North Branch, MI, USA",None
5202,New Rochelle Huguebots,NewRo,"New Rochelle, NY, USA",None
5203,Meridian Early College High School,Mustangs,"Sanford, MI, USA",None
5204,Three Rivers High School,RoboCats,"Three Rivers, MI, USA",None
5205,Concord High School,CHS FullMetal-Jackets,"Concord, MI, USA",None
5206,AIDTEC / General Motors / Carbe Viaturas &amp; Gravatai Public School District,A&#39;s Gurias,"Gravatai, RS, Brazil",None
5207,Coolidge High School,Roboteam,"Coolidge, AZ, USA",None
5208,Turlock Christian Schools,TALON Robotics,"Turlock, CA, USA",None
5209,A to Z Metal Finishing / Light Tape &amp; Local Robotics Team,Rectify,"San Diego, CA, USA",None
5210,Milpitas Xtreme Robotics &amp; Milpitas High School,Milpitas Xtreme Robotics,"Milpitas, CA, USA",None
5211,AIDTEC / 28 CRE &amp; E.E.E.M Tuiuti High school,Tuiuteam,"Gravatai, RS, Brazil",None
5212,Texas Workforce Commission &amp; Texas Academy of Mathematics and Science,TAMSformers,"Denton, TX, USA",None
5213,LaSalle High School,St. Ignace SHEILD,"St. Ignace, MI, USA",None
5214,South Lake High School,Cavaliers,"St. Clair Shores, MI, USA",None
5215,Frankenmuth High School,Steagles,"Frankenmuth, MI, USA",None
5216,Dow Chemical &amp; Garber High School,Garber Dukes,"Essexville, MI, USA",None
5217,GEE Riverside Academy West,WREX,"Dearborn, MI, USA",None
5218,Science Foundation Arizona &amp; Cibola High School Robotics Club,Cibola Robotics Club,"Yuma, AZ, USA",None
5219,Future Seekers Robotics at KIPP,Future Warbots,"Atlanta, GA, USA",None
5220,John Glenn High School,Rockets,"Westland, MI, USA",None
5221,Sandwich Teen Action Group,Project Freelance,"Windsor, ON, Canada",None
5222,Arthur Hill High School,JackBotics,"Saginaw, MI, USA",None
5223,Hillman Community Schools: Hillman Gearheads Robotics Team,Hillman Gearheads Robotics Team,"Hillman, MI, USA",None
5224,Standish-Sterling Central High School,Panther Power,"Standish, MI, USA",None
5225,East Detroit High School,Shamrocks,"Eastpointe, MI, USA",None
5226,Academy West Alternative,West Robotics,"Flint, MI, USA",None
5227,Schoolcraft Robotics Team,Eagle Elite,"Schoolcraft, MI, USA",None
5228,Lethbridge Community Team,Astros,"Calgary, AB, Canada",None
5229,Dow &amp; Heritage High School,Heritage ONE,"Saginaw, MI, USA",None
5230,Alpena High School,Wildcats,"Alpena, MI, USA",None
5231,Shepherd High Shcool,Radical Jays,"Shepherd, MI, USA",None
5232,Hermantown High School,Hawks Robotics,"Hermantown, MN, USA",None
5233,Columbia Central,Golden Eagles,"Brooklyn, MI, USA",None
5234,Ovid-Elsie High School,Marauders,"Elsie, MI, USA",None
5235,Chesaning Union High School,Gears of Fortune,"Chesaning, MI, USA",None
5236,Cambridge Central High School,Man O&#39; War Robotics,"Cambridge, NY, USA",None
5237,Roosevelt High School,Bears,"Wyandotte, MI, USA",None
5238,LakeVille Memorial High School,Falcons,"Otisville, MI, USA",None
5239,Harper Woods High School,Product Pioneers,"Harper Woods, MI, USA",None
5240,Clarkson University &amp; Northern NY High Schools,MOOC Team,"Potsdam, NY, USA",None
5241,Antonian College Preparatory High School,Apaches,"San Antonio, TX, USA",None
5242,Texas Workforce Comission &amp; Woodrow Wilson High School,Wildcats,"Dallas, TX, USA",None
5243,Booz, Allen, Hamilton / European Motor Sports &amp; Centreville High School,Wildcat Robotics,"Centreville, VA, USA",None
